Date,anon_id,Group,Date_Depart,Depart,Date_Arrive,Arrive,Activity.Type,Time.Out,Total.Minutes,Precision
23/07/2018,P067,0,23/07/2018,8.51,23/07/2018,9.26,Foraging,0.35,35,Observed
28/07/2018,P067,0,28/07/2018,12.15,28/07/2018,15.0,Foraging,2.45,165,Observed
28/07/2018,P067,0,28/07/2018,16.18,28/07/2018,16.45,Not Foraging,0.27,27,Observed
29/07/2018,P067,0,29/07/2018,16.04,29/07/2018,16.22,Not Foraging,0.18,18,Observed
30/07/2018,P067,0,30/07/2018,6.48,30/07/2018,7.22,Not Foraging,0.34,34,Observed
01/08/2018,P067,0,01/08/2018,16.15,01/08/2018,16.36,Not Foraging,0.21,21,Observed
10/08/2018,P067,0,10/08/2018,6.57,10/08/2018,7.15,Foraging,0.18,18,Observed
16/08/2018,P067,0,16/08/2018,7.48,16/08/2018,8.14,Not Foraging,0.26,26,Observed
19/08/2018,P067,0,19/08/2018,6.25,19/08/2018,6.41,Foraging,0.16,16,Observed
20/08/2018,P067,0,20/08/2018,8.19,20/08/2018,17.18,Foraging,8.59,539,Observed
20/08/2018,P067,0,20/08/2018,6.47,20/08/2018,7.23,Foraging,0.36,36,Observed
21/08/2018,P067,0,21/08/2018,6.37,21/08/2018,7.03,Foraging,0.26,26,Observed
31/08/2018,P067,0,31/08/2018,6.11,31/08/2018,6.3,Not Foraging,0.19,19,Observed
23/07/2018,P013,0,23/07/2018,6.33,23/07/2018,7.47,Not Foraging,1.14,74,Observed
23/07/2018,P013,0,23/07/2018,11.57,23/07/2018,12.58,Not Foraging,1.01,61,Observed
23/07/2018,P013,0,23/07/2018,8.22,23/07/2018,8.41,Not Foraging,0.19,19,Observed
24/07/2018,P013,0,24/07/2018,8.52,24/07/2018,9.45,Not Foraging,0.53,53,Observed
24/07/2018,P013,0,24/07/2018,6.35,24/07/2018,7.06,Foraging,0.31,31,Observed
24/07/2018,P013,0,24/07/2018,8.28,24/07/2018,8.42,Not Foraging,0.14,14,Observed
26/07/2018,P013,0,26/07/2018,11.22,26/07/2018,14.49,Foraging,3.27,207,Observed
29/07/2018,P013,0,29/07/2018,10.0,29/07/2018,12.04,Not Foraging,2.04,124,Observed
29/07/2018,P013,0,29/07/2018,6.57,29/07/2018,8.22,Foraging,1.25,85,Observed
31/07/2018,P013,0,31/07/2018,6.43,31/07/2018,8.32,Foraging,1.49,109,Observed
01/08/2018,P013,0,01/08/2018,7.57,01/08/2018,8.32,Foraging,0.35,35,Observed
03/08/2018,P013,0,03/08/2018,8.19,03/08/2018,18.28,Not Foraging,10.09,609,Observed
03/08/2018,P013,0,03/08/2018,0.0,03/08/2018,4.3,Foraging,4.3,243,Observed
04/08/2018,P013,0,04/08/2018,20.18,06/08/2018,13.11,Not Foraging,40.53,1013,Estimated
04/08/2018,P013,0,04/08/2018,14.14,04/08/2018,16.56,Foraging,2.42,162,Observed
07/08/2018,P013,0,07/08/2018,7.44,07/08/2018,8.48,Foraging,1.04,64,Observed
10/08/2018,P013,0,10/08/2018,10.53,10/08/2018,14.41,Foraging,3.48,228,Observed
10/08/2018,P013,0,10/08/2018,7.29,10/08/2018,9.08,Foraging,1.39,99,Observed
11/08/2018,P013,0,11/08/2018,7.32,11/08/2018,10.06,Foraging,2.34,154,Observed
12/08/2018,P013,0,12/08/2018,9.58,12/08/2018,16.18,Foraging,6.2,362,Observed
13/08/2018,P013,0,13/08/2018,9.15,13/08/2018,16.35,Foraging,7.2,422,Observed
13/08/2018,P013,0,13/08/2018,7.32,13/08/2018,8.35,Foraging,1.03,63,Observed
16/08/2018,P013,0,16/08/2018,6.59,16/08/2018,8.4,Foraging,1.41,101,Observed
25/08/2018,P013,0,25/08/2018,11.18,25/08/2018,13.56,Foraging,2.38,158,Observed
29/08/2018,P013,0,29/08/2018,6.37,29/08/2018,15.37,Not Foraging,9.0,540,Observed
30/08/2018,P013,0,30/08/2018,22.42,30/08/2018,4.13,Foraging,5.31,331,Observed
31/08/2018,P013,0,31/08/2018,10.27,31/08/2018,12.06,Foraging,1.39,99,Observed
01/09/2018,P013,0,01/09/2018,16.03,02/09/2018,13.06,Not Foraging,21.03,543,Estimated
23/07/2018,P069,0,23/07/2018,7.34,23/07/2018,10.31,Not Foraging,2.57,177,Observed
29/07/2018,P069,0,29/07/2018,16.27,29/07/2018,17.2,Not Foraging,0.53,53,Observed
31/07/2018,P069,0,31/07/2018,12.37,31/07/2018,12.49,Not Foraging,0.12,12,Observed
10/08/2018,P069,0,10/08/2018,10.17,10/08/2018,13.22,Not Foraging,3.05,185,Observed
10/08/2018,P069,0,10/08/2018,9.07,10/08/2018,10.05,Not Foraging,0.58,58,Observed
10/08/2018,P069,0,10/08/2018,15.07,10/08/2018,15.14,Not Foraging,0.07,7,Observed
12/08/2018,P069,0,12/08/2018,14.57,12/08/2018,15.28,Not Foraging,0.31,31,Observed
12/08/2018,P069,0,12/08/2018,9.06,12/08/2018,9.2,Not Foraging,0.14,14,Observed
16/08/2018,P069,0,16/08/2018,7.4,16/08/2018,8.32,Not Foraging,0.52,52,Observed
16/08/2018,P069,0,16/08/2018,11.24,16/08/2018,11.45,Not Foraging,0.21,21,Observed
22/08/2018,P069,0,22/08/2018,7.52,22/08/2018,8.58,Not Foraging,1.06,66,Observed
22/08/2018,P069,0,22/08/2018,9.15,22/08/2018,9.26,Foraging,0.11,11,Observed
27/08/2018,P069,0,27/08/2018,14.2,27/08/2018,14.54,Not Foraging,0.34,34,Observed
31/08/2018,P069,0,31/08/2018,13.54,31/08/2018,14.25,Not Foraging,0.31,31,Observed
03/08/2018,P073,0,03/08/2018,10.3,03/08/2018,12.01,Not Foraging,1.31,91,Observed
03/08/2018,P073,0,03/08/2018,12.53,03/08/2018,14.05,Not Foraging,1.12,72,Observed
03/08/2018,P073,0,03/08/2018,15.13,03/08/2018,15.39,Not Foraging,0.26,26,Observed
04/08/2018,P073,0,04/08/2018,8.01,04/08/2018,12.41,Not Foraging,4.4,244,Observed
05/08/2018,P073,0,05/08/2018,7.22,05/08/2018,16.23,Foraging,9.01,541,Observed
14/08/2018,P073,0,14/08/2018,10.55,14/08/2018,12.17,Not Foraging,1.22,82,Observed
17/08/2018,P073,0,17/08/2018,8.12,17/08/2018,9.06,Not Foraging,0.54,54,Observed
17/08/2018,P073,0,17/08/2018,16.43,17/08/2018,17.32,Not Foraging,0.49,49,Observed
18/08/2018,P073,0,18/08/2018,9.36,18/08/2018,17.07,Foraging,7.31,451,Observed
24/08/2018,P073,0,24/08/2018,6.56,24/08/2018,9.43,Foraging,2.47,167,Observed
25/08/2018,P073,0,25/08/2018,9.29,25/08/2018,17.45,Not Foraging,8.16,496,Observed
28/08/2018,P073,0,28/08/2018,16.08,28/08/2018,17.58,Not Foraging,1.5,65,Observed
26/07/2018,P055,0,26/07/2018,10.3,26/07/2018,11.27,Foraging,0.57,57,Observed
29/07/2018,P055,0,29/07/2018,10.28,29/07/2018,11.43,Not Foraging,1.15,75,Observed
29/07/2018,P055,0,29/07/2018,13.19,29/07/2018,14.23,Not Foraging,1.04,64,Observed
31/07/2018,P055,0,31/07/2018,9.46,31/07/2018,10.1,Not Foraging,0.24,24,Observed
04/08/2018,P055,0,04/08/2018,10.24,04/08/2018,10.58,Not Foraging,0.34,34,Observed
06/08/2018,P055,0,06/08/2018,16.05,06/08/2018,16.4,Not Foraging,0.35,35,Observed
07/08/2018,P055,0,07/08/2018,8.27,07/08/2018,14.18,Foraging,5.51,351,Observed
07/08/2018,P055,0,07/08/2018,15.03,07/08/2018,15.22,Not Foraging,0.19,19,Observed
10/08/2018,P055,0,10/08/2018,14.47,10/08/2018,15.14,Not Foraging,0.27,27,Observed
10/08/2018,P055,0,10/08/2018,9.12,10/08/2018,9.36,Not Foraging,0.24,24,Observed
15/08/2018,P055,0,15/08/2018,13.13,15/08/2018,14.04,Not Foraging,0.51,51,Observed
16/08/2018,P055,0,16/08/2018,11.1,16/08/2018,11.56,Not Foraging,0.46,46,Observed
22/08/2018,P055,0,22/08/2018,8.14,22/08/2018,8.58,Not Foraging,0.44,44,Observed
27/08/2018,P055,0,27/08/2018,13.35,27/08/2018,13.54,Not Foraging,0.19,19,Observed
01/09/2018,P055,0,01/09/2018,7.54,01/09/2018,8.57,Foraging,1.03,63,Observed
25/07/2018,P042,0,25/07/2018,15.03,25/07/2018,15.19,Not Foraging,0.16,16,Observed
25/07/2018,P042,0,25/07/2018,8.4,25/07/2018,8.52,Not Foraging,0.12,12,Observed
27/07/2018,P042,0,27/07/2018,8.28,27/07/2018,16.35,Foraging,8.07,487,Observed
28/07/2018,P042,0,28/07/2018,6.58,28/07/2018,7.25,Not Foraging,0.27,27,Observed
29/07/2018,P042,0,29/07/2018,14.56,29/07/2018,15.03,Not Foraging,0.07,7,Observed
30/07/2018,P042,0,30/07/2018,6.5,30/07/2018,7.22,Not Foraging,0.32,32,Observed
31/07/2018,P042,0,31/07/2018,10.47,31/07/2018,11.42,Not Foraging,0.55,55,Observed
01/08/2018,P042,0,01/08/2018,15.32,01/08/2018,16.1,Not Foraging,0.38,38,Observed
03/08/2018,P042,0,03/08/2018,7.5,03/08/2018,8.04,Not Foraging,0.14,14,Observed
07/08/2018,P042,0,07/08/2018,8.06,07/08/2018,8.23,Not Foraging,0.17,17,Observed
08/08/2018,P042,0,08/08/2018,8.37,08/08/2018,8.54,Foraging,0.17,17,Observed
08/08/2018,P042,0,08/08/2018,14.51,08/08/2018,15.03,Not Foraging,0.12,12,Observed
09/08/2018,P042,0,09/08/2018,7.07,09/08/2018,7.23,Not Foraging,0.16,16,Observed
10/08/2018,P042,0,10/08/2018,12.36,10/08/2018,16.32,Not Foraging,3.56,236,Observed
13/08/2018,P042,0,13/08/2018,9.22,13/08/2018,16.5,Foraging,7.28,448,Observed
19/08/2018,P042,0,19/08/2018,12.55,19/08/2018,13.11,Not Foraging,0.16,16,Observed
27/08/2018,P042,0,27/08/2018,10.1,27/08/2018,15.1,Foraging,5.0,300,Observed
30/08/2018,P042,0,30/08/2018,15.07,30/08/2018,15.34,Not Foraging,0.27,27,Observed
31/08/2018,P042,0,31/08/2018,14.5,31/08/2018,15.2,Not Foraging,0.3,3,Observed
23/07/2018,P010,0,23/07/2018,6.31,23/07/2018,7.38,Foraging,1.07,67,Observed
24/07/2018,P010,0,24/07/2018,6.07,24/07/2018,6.54,Foraging,0.47,47,Observed
25/07/2018,P010,0,25/07/2018,7.46,25/07/2018,8.07,Foraging,0.21,21,Observed
26/07/2018,P010,0,26/07/2018,8.52,31/07/2018,10.0,Not Foraging,121.08,3668,Estimated
05/08/2018,P010,0,05/08/2018,7.13,05/08/2018,8.11,Foraging,0.58,58,Observed
06/08/2018,P010,0,06/08/2018,17.27,06/08/2018,17.32,Foraging,0.05,5,Observed
09/08/2018,P010,0,09/08/2018,7.24,09/08/2018,17.5,Not Foraging,10.26,626,Observed
09/08/2018,P010,0,09/08/2018,6.17,09/08/2018,6.45,Foraging,0.28,28,Observed
10/08/2018,P010,0,10/08/2018,6.56,10/08/2018,7.37,Foraging,0.41,41,Observed
13/08/2018,P010,0,13/08/2018,7.06,13/08/2018,11.51,Foraging,4.45,285,Observed
13/08/2018,P010,0,13/08/2018,15.36,13/08/2018,17.56,Foraging,2.2,122,Observed
21/08/2018,P010,0,21/08/2018,14.17,21/08/2018,14.36,Foraging,0.19,19,Observed
27/08/2018,P010,0,27/08/2018,9.49,27/08/2018,17.4,Foraging,7.51,471,Observed
01/09/2018,P010,0,01/09/2018,7.51,01/09/2018,10.57,Foraging,3.06,186,Observed
23/07/2018,P015,0,23/07/2018,14.33,23/07/2018,14.42,Not Foraging,0.09,9,Observed
25/07/2018,P015,0,25/07/2018,15.06,25/07/2018,15.22,Not Foraging,0.16,16,Observed
26/07/2018,P015,0,26/07/2018,15.28,26/07/2018,15.47,Not Foraging,0.19,19,Observed
27/07/2018,P015,0,27/07/2018,6.59,27/07/2018,8.0,Foraging,1.01,61,Observed
30/07/2018,P015,0,30/07/2018,15.15,30/07/2018,15.3,Not Foraging,0.15,15,Observed
31/07/2018,P015,0,31/07/2018,9.49,31/07/2018,10.1,Not Foraging,0.21,21,Observed
03/08/2018,P015,0,03/08/2018,16.2,03/08/2018,16.59,Not Foraging,0.39,39,Observed
10/08/2018,P015,0,10/08/2018,15.2,10/08/2018,16.3,Foraging,1.1,61,Observed
13/08/2018,P015,0,13/08/2018,9.04,13/08/2018,10.55,Foraging,1.51,111,Observed
13/08/2018,P015,0,13/08/2018,14.03,13/08/2018,14.39,Not Foraging,0.36,36,Observed
15/08/2018,P015,0,15/08/2018,7.38,15/08/2018,9.07,Foraging,1.29,89,Observed
24/08/2018,P015,0,24/08/2018,13.23,24/08/2018,15.09,Foraging,1.46,106,Observed
27/08/2018,P015,0,27/08/2018,9.52,27/08/2018,17.4,Foraging,7.48,468,Observed
01/09/2018,P015,0,01/09/2018,7.51,01/09/2018,10.57,Foraging,3.06,186,Observed
01/09/2018,P015,0,01/09/2018,16.2,01/09/2018,16.38,Foraging,0.18,18,Observed
25/07/2018,P071,0,25/07/2018,17.07,25/07/2018,17.19,Not Foraging,0.12,12,Observed
26/07/2018,P071,0,26/07/2018,9.38,26/07/2018,12.55,Foraging,3.17,197,Observed
30/07/2018,P071,0,30/07/2018,15.21,30/07/2018,15.36,Not Foraging,0.15,15,Observed
02/08/2018,P071,0,02/08/2018,9.51,02/08/2018,9.59,Not Foraging,0.08,8,Observed
03/08/2018,P071,0,03/08/2018,14.26,03/08/2018,14.34,Not Foraging,0.08,8,Observed
07/08/2018,P071,0,07/08/2018,14.59,07/08/2018,15.31,Not Foraging,0.32,32,Observed
15/08/2018,P071,0,15/08/2018,15.0,15/08/2018,15.43,Not Foraging,0.43,43,Observed
16/08/2018,P071,0,16/08/2018,8.16,16/08/2018,16.05,Foraging,7.49,469,Observed
20/08/2018,P071,0,20/08/2018,6.54,20/08/2018,7.22,Foraging,0.28,28,Observed
26/08/2018,P071,0,26/08/2018,13.36,26/08/2018,14.48,Not Foraging,1.12,72,Observed
26/07/2018,P017,0,26/07/2018,15.32,26/07/2018,16.51,Not Foraging,1.19,79,Observed
01/08/2018,P017,0,01/08/2018,12.03,01/08/2018,18.01,Foraging,5.58,358,Observed
01/08/2018,P017,0,01/08/2018,7.31,01/08/2018,9.51,Foraging,2.2,122,Observed
06/08/2018,P017,0,06/08/2018,6.56,06/08/2018,9.33,Foraging,2.37,157,Observed
10/08/2018,P017,0,10/08/2018,6.46,10/08/2018,8.54,Foraging,2.08,128,Observed
13/08/2018,P017,0,13/08/2018,8.02,13/08/2018,10.51,Foraging,2.49,169,Observed
13/08/2018,P017,0,13/08/2018,15.38,13/08/2018,16.46,Foraging,1.08,68,Observed
14/08/2018,P017,0,14/08/2018,1.48,14/08/2018,9.48,Foraging,8.0,480,Observed
14/08/2018,P017,0,14/08/2018,10.53,14/08/2018,14.4,Foraging,3.47,227,Observed
15/08/2018,P017,0,15/08/2018,6.5,15/08/2018,7.34,Foraging,0.44,44,Observed
16/08/2018,P017,0,16/08/2018,10.13,16/08/2018,16.14,Not Foraging,6.01,361,Observed
25/08/2018,P017,0,25/08/2018,9.31,25/08/2018,13.05,Foraging,3.34,214,Observed
30/08/2018,P017,0,30/08/2018,9.08,30/08/2018,12.17,Not Foraging,3.09,189,Observed
01/09/2018,P017,0,01/09/2018,10.28,01/09/2018,10.47,Foraging,0.19,19,Observed
25/07/2018,P005,0,25/07/2018,11.06,25/07/2018,11.13,Not Foraging,0.07,7,Observed
27/07/2018,P005,0,27/07/2018,8.59,27/07/2018,16.35,Foraging,7.36,456,Observed
28/07/2018,P005,0,28/07/2018,9.32,28/07/2018,9.4,Not Foraging,0.08,8,Observed
31/07/2018,P005,0,31/07/2018,12.41,31/07/2018,12.54,Foraging,0.13,13,Observed
01/08/2018,P005,0,01/08/2018,7.09,01/08/2018,8.53,Foraging,1.44,104,Observed
01/08/2018,P005,0,01/08/2018,16.09,01/08/2018,16.54,Foraging,0.45,45,Observed
02/08/2018,P005,0,02/08/2018,7.52,02/08/2018,9.52,Foraging,2.0,120,Observed
02/08/2018,P005,0,02/08/2018,6.27,02/08/2018,7.38,Foraging,1.11,71,Observed
03/08/2018,P005,0,03/08/2018,6.59,03/08/2018,7.31,Foraging,0.32,32,Observed
04/08/2018,P005,0,04/08/2018,7.03,04/08/2018,7.43,Foraging,0.4,4,Observed
05/08/2018,P005,0,05/08/2018,6.58,05/08/2018,7.27,Foraging,0.29,29,Observed
06/08/2018,P005,0,06/08/2018,6.45,06/08/2018,7.39,Foraging,0.54,54,Observed
07/08/2018,P005,0,07/08/2018,6.55,07/08/2018,7.32,Foraging,0.37,37,Observed
08/08/2018,P005,0,08/08/2018,7.59,08/08/2018,8.44,Foraging,0.45,45,Observed
09/08/2018,P005,0,09/08/2018,8.48,09/08/2018,12.53,Foraging,4.05,245,Observed
09/08/2018,P005,0,09/08/2018,7.04,09/08/2018,7.36,Foraging,0.32,32,Observed
10/08/2018,P005,0,10/08/2018,12.34,10/08/2018,16.32,Foraging,3.58,238,Observed
10/08/2018,P005,0,10/08/2018,6.46,10/08/2018,7.15,Foraging,0.29,29,Observed
11/08/2018,P005,0,11/08/2018,20.19,11/08/2018,1.17,Foraging,4.58,298,Observed
12/08/2018,P005,0,12/08/2018,23.32,12/08/2018,3.28,Foraging,3.56,236,Observed
13/08/2018,P005,0,13/08/2018,9.28,13/08/2018,11.41,Foraging,2.13,133,Observed
13/08/2018,P005,0,13/08/2018,12.46,13/08/2018,13.39,Foraging,0.53,53,Observed
14/08/2018,P005,0,14/08/2018,8.03,14/08/2018,13.28,Foraging,5.25,325,Observed
14/08/2018,P005,0,14/08/2018,16.58,14/08/2018,17.58,Foraging,1.0,60,Observed
15/08/2018,P005,0,15/08/2018,6.42,15/08/2018,8.0,Foraging,1.18,78,Observed
17/08/2018,P005,0,17/08/2018,8.23,17/08/2018,8.26,Not Foraging,0.03,3,Observed
21/08/2018,P005,0,21/08/2018,7.12,21/08/2018,7.21,Foraging,0.09,9,Observed
24/08/2018,P005,0,24/08/2018,6.35,24/08/2018,7.26,Foraging,0.51,51,Observed
25/08/2018,P005,0,25/08/2018,6.35,25/08/2018,7.29,Foraging,0.54,54,Observed
25/08/2018,P005,0,25/08/2018,16.32,25/08/2018,16.56,Foraging,0.24,24,Observed
26/08/2018,P005,0,26/08/2018,8.07,26/08/2018,17.55,Not Foraging,9.48,588,Observed
26/08/2018,P005,0,26/08/2018,6.4,26/08/2018,7.49,Foraging,1.09,69,Observed
27/08/2018,P005,0,27/08/2018,7.29,27/08/2018,10.05,Foraging,2.36,156,Observed
29/08/2018,P005,0,29/08/2018,7.42,29/08/2018,8.48,Foraging,1.06,66,Observed
30/08/2018,P005,0,30/08/2018,20.23,30/08/2018,23.16,Foraging,2.53,173,Observed
30/08/2018,P005,0,30/08/2018,8.56,30/08/2018,9.05,Foraging,0.09,9,Observed
30/08/2018,P005,0,30/08/2018,13.41,30/08/2018,13.5,Foraging,0.09,9,Observed
01/09/2018,P005,0,01/09/2018,5.57,01/09/2018,6.49,Foraging,0.52,52,Observed
02/09/2018,P005,0,02/09/2018,6.28,02/09/2018,7.2,Foraging,0.52,52,Observed
29/07/2018,P040,0,29/07/2018,14.58,29/07/2018,16.26,Foraging,1.28,88,Observed
01/08/2018,P040,0,01/08/2018,7.58,01/08/2018,14.59,Foraging,7.01,421,Observed
04/08/2018,P040,0,04/08/2018,7.03,04/08/2018,10.14,Foraging,3.11,191,Observed
06/08/2018,P040,0,06/08/2018,6.51,06/08/2018,10.13,Foraging,3.22,202,Observed
07/08/2018,P040,0,07/08/2018,9.27,07/08/2018,16.57,Foraging,7.3,423,Observed
08/08/2018,P040,0,08/08/2018,13.11,08/08/2018,14.44,Not Foraging,1.33,93,Observed
09/08/2018,P040,0,09/08/2018,8.12,09/08/2018,15.02,Foraging,6.5,365,Observed
10/08/2018,P040,0,10/08/2018,6.41,10/08/2018,13.03,Foraging,6.22,382,Observed
11/08/2018,P040,0,11/08/2018,7.46,11/08/2018,15.14,Foraging,7.28,448,Observed
13/08/2018,P040,0,13/08/2018,9.47,13/08/2018,16.35,Foraging,6.48,408,Observed
16/08/2018,P040,0,16/08/2018,8.16,16/08/2018,10.18,Foraging,2.02,122,Observed
21/08/2018,P040,0,21/08/2018,12.17,21/08/2018,16.23,Foraging,4.06,246,Observed
21/08/2018,P040,0,21/08/2018,9.18,21/08/2018,10.03,Foraging,0.45,45,Observed
25/08/2018,P040,0,25/08/2018,9.49,25/08/2018,16.18,Foraging,6.29,389,Observed
28/08/2018,P040,0,28/08/2018,8.51,28/08/2018,17.05,Not Foraging,8.14,494,Observed
29/08/2018,P040,0,29/08/2018,11.3,29/08/2018,17.04,Foraging,5.34,334,Observed
30/08/2018,P040,0,30/08/2018,12.55,30/08/2018,16.22,Foraging,3.27,207,Observed
01/09/2018,P040,0,01/09/2018,7.57,01/09/2018,15.15,Not Foraging,7.18,438,Observed
02/09/2018,P040,0,02/09/2018,7.52,02/09/2018,14.17,Foraging,6.25,385,Observed
26/07/2018,P036,0,26/07/2018,11.47,26/07/2018,12.39,Not Foraging,0.52,52,Observed
06/08/2018,P036,0,06/08/2018,14.11,06/08/2018,16.55,Foraging,2.44,164,Observed
06/08/2018,P036,0,06/08/2018,10.49,06/08/2018,13.07,Foraging,2.18,138,Observed
10/08/2018,P036,0,10/08/2018,11.06,10/08/2018,12.26,Foraging,1.2,62,Observed
12/08/2018,P036,0,12/08/2018,8.03,12/08/2018,8.15,Not Foraging,0.12,12,Observed
